"SÜRE","TEDARİKÇİ","NO","KARIŞIM ORANI","EN","PARÇA GRAMAJ","PARÇA NEMİ (%)","ISI ÇEKME EN","ISI ÇEKME BOY","GENEL EN","GENEL  BOY","ORTAM SICAKLIK","ORTAM NEM","ZAMAN"
"32 saat sonra ","GÖK","30/1","100%","183.8","149","4","50.3","49.6","49.7","49.7","17.5","58.6","17-01-23/17:00:15 "
"48 saat sonra ","GÖK","30/1","100%","184.2","149","4","49.7","49.9","49.4","49.7","17.7","58.6","18-01-23/09:00:15 "
"50 saat sonra ","GÖK","30/1","100%","184.2","149","4","49.8","50.1","49.3","49.7","18.4","58.9","18-01-23/11:00:15 "
"52 saat sonra ","GÖK","30/1","100%","184.3","150","4","50.1","49.7","49.3","49.7","19.4","54.2","18-01-23/13:00:15 "
"54 saat sonra ","GÖK","30/1","100%","184.3","150","4","49.4","50.2","49.3","49.7","20.0","51.6","18-01-23/15:00:15 "
"56 saat sonra ","GÖK","30/1","100%","184.3","151","4","50.2","49.7","49.3","49.7","19.4","53.5","18-01-23/17:00:15 "
"72 saat sonra ","GÖK","30/1","100%","184.3","151","4","50.3","49.8","49.3","49.7","18.3","52.1","19-01-23/09:00:15 "
"Başlangıç","GÖK","30/1","100%","187.2","157","2","50.2","49.9","50","50","15.0","36.8","30-01-23/09:00:15 "
"2 saat sonra ","GÖK","30/1","100%","187.3","158","3","50.5","50.3","50","49.8","16.2","33.9","30-01-23/11:00:15 "
"4 saat sonra ","GÖK","30/1","100%","187.2","158","5","50.7","50.3","50","49.7","15.3","35.2","30-01-23/13:00:15 "
"6 saat sonra ","GÖK","30/1","100%","187.1","158","5","50.3","50","50","49.7","16.4","32.6","30-01-23/15:00:15 "
"8 saat sonra ","GÖK","30/1","100%","187.1","159","5","50.5","50.1","50","49.8","15.7","33.7","30-01-23/17:00:15 "
"24 saat sonra ","GÖK","30/1","100%","187","160","5","50.2","49.8","50","49.6","14.7","39.7","31-01-23/09:00:15 "
"26 saat sonra ","GÖK","30/1","100%","187","161","5","50.1","49.8","50","49.5","15.5","33.7","31-01-23/11:00:15 "
"28 saat sonra ","GÖK","30/1","100%","186.9","161","5","50.6","50.2","50","49.5","15.1","30.4","31-01-23/13:00:15 "
"30 saat sonra ","GÖK","30/1","100%","186.9","161","5","50.4","50.1","50","49.5","15.6","29.0","31-01-23/15:00:15 "
"32 saat sonra ","GÖK","30/1","100%","186.9","162","5","50.3","49.9","50","49.5","16.2","30.1","31-01-23/17:00:15 "
"48 saat sonra ","GÖK","30/1","100%","186.8","163","5","50.6","50.2","50","49.5","15.4","30.2","01-02-23/09:00:15 "
"50 saat sonra ","GÖK","30/1","100%","186.8","164","5","50.5","50.1","50","49.5","14.6","31.5","01-02-23/11:00:15 "
"52 saat sonra ","GÖK","30/1","100%","186.8","165","5","51","50.6","50","49.5","16.2","28.1","01-02-23/13:00:15 "
"54 saat sonra ","GÖK","30/1","100%","186.8","166","5","50.2","49.7","50","49.5","15.7","26.8","01-02-23/15:00:15 "
"56 saat sonra ","GÖK","30/1","100%","186.8","166","5","50.3","49.9","50","49.5","16.5","25.7","01-02-23/17:00:15 "
"72 saat sonra ","GÖK","30/1","100%","186.8","167","5","50.5","50.1","50","49.5","15.7","28.9","02-02-23/09:00:15 "
"Başlangıç","GÖK","30/1","100%","191.2","157","3","50.5","50.2","50","50","12.2","28.4","06-02-23/09:00:08 "
"2 saat sonra ","GÖK","30/1","100%","191.3","157","4","50.3","50.1","50.1","49.9","14.0","25.9","06-02-23/11:00:08 "
"4 saat sonra ","GÖK","30/1","100%","191.2","158","4","50.4","49.7","50.1","49.8","14.2","29.1","06-02-23/13:00:08 "
"6 saat sonra ","GÖK","30/1","100%","191.1","158","5","50.6","49.9","50.1","49.8","14.1","30.8","06-02-23/15:00:08 "
"8 saat sonra ","GÖK","30/1","100%","191","158","5","50.2","50.1","50","49.8","14.6","29.7","06-02-23/17:00:08 "
"24 saat sonra ","GÖK","30/1","100%","190.8","161","5","50.4","49.8","50","49.7","14.2","27.4","07-02-23/09:00:08 "
"26 saat sonra ","GÖK","30/1","100%","190.8","161","5","50.5","50.1","50","49.7","15.3","26.0","07-02-23/11:00:08 "
"28 saat sonra ","GÖK","30/1","100%","190.7","161","5","50.6","49.7","50","49.7","15.5","25.9","07-02-23/13:00:08 "
"30 saat sonra ","GÖK","30/1","100%","190.7","162","5","50.8","49.9","50","49.6","15.5","25.9","07-02-23/15:00:08 "
"32 saat sonra ","GÖK","30/1","100%","190.6","162","5","51","49.6","50","49.6","16.3","24.0","07-02-23/17:00:08 "
"48 saat sonra ","GÖK","30/1","100%","190.6","162","6","50.7","50.1","50","49.5","14.0","23.1","08-02-23/09:00:08 "
"50 saat sonra ","GÖK","30/1","100%","190.6","163","6","50.9","50.2","50","49.5","14.1","23.4","08-02-23/11:00:08 "
"52 saat sonra ","GÖK","30/1","100%","190.6","163","6","50.6","49.6","50","49.5","14.6","23.2","08-02-23/13:00:08 "
"54 saat sonra ","GÖK","30/1","100%","190.6","166","6","50.4","49.8","50","49.5","14.8","23.7","08-02-23/15:00:08 "
"56 saat sonra ","GÖK","30/1","100%","190.6","166","6","50.9","50.2","50","49.5","14.9","24.0","08-02-23/17:00:08 "
"72 saat sonra ","GÖK","30/1","100%","190.6","167","6","50.3","49.9","50","49.5","13.7","27.5","09-02-23/09:00:08 "
"Başlangıç","GÖK","30/1","100%","186.5","150","3","50.9","49.7","50","50","17.5","40.2","21-02-23/09:00:08 "
"2 saat sonra ","GÖK","30/1","100%","186.8","150","4","50.9","49.8","50.2","49.9","18.9","43.8","21-02-23/11:00:08 "
"4 saat sonra ","GÖK","30/1","100%","186.9","151","4","51.2","50.2","50.4","49.8","19.2","46.1","21-02-23/13:00:08 "
"6 saat sonra ","GÖK","30/1","100%","187.1","152","5","51.2","49.5","50.6","49.8","19.6","45.7","21-02-23/15:00:08 "
"8 saat sonra ","GÖK","30/1","100%","187.1","155","5","51.1","49.7","50.7","49.8","20.1","42.9","21-02-23/17:00:08 "
"24 saat sonra ","GÖK","30/1","100%","188.2","155","5","50.8","49.5","51","49.5","18.3","32.4","22-02-23/09:00:08 "
"26 saat sonra ","GÖK","30/1","100%","188.2","156","5","51.5","49.7","51.1","49.5","18.6","40.2","22-02-23/11:00:08 "
"28 saat sonra ","GÖK","30/1","100%","188.4","156","5","51.2","49.9","51.1","49.5","19.3","41.6","22-02-23/13:00:08 "
"30 saat sonra ","GÖK","30/1","100%","188.4","157","5","51.4","49.8","51.1","49.5","19.5","41.6","22-02-23/15:00:08 "
"32 saat sonra ","GÖK","30/1","100%","188.5","157","5","51.1","50.1","51.1","49.5","19.3","42.9","22-02-23/17:00:08 "
"48 saat sonra ","GÖK","30/1","100%","189.1","158","5","51.3","49.5","51.3","49.5","18.4","39.3","23-02-23/09:00:08 "
"50 saat sonra ","GÖK","30/1","100%","189.2","158","5","50.8","49.9","51.3","49.5","19.1","43.5","23-02-23/11:00:08 "
"52 saat sonra ","GÖK","30/1","100%","189.2","159","5","51.2","49.8","51.4","49.5","19.3","45.2","23-02-23/13:00:08 "
"54 saat sonra ","GÖK","30/1","100%","189.2","160","5","51.4","50.2","51.5","49.5","19.7","41.8","23-02-23/15:00:08 "
"56 saat sonra ","GÖK","30/1","100%","189.2","161","5","51.3","50.1","51.5","49.5","19.8","41.8","23-02-23/17:00:08 "
"72 saat sonra ","GÖK","30/1","100%","189.2","162","5","51.5","50.2","51.5","49.5","18.06","38.3","24-02-23/09:00:08 "
"Başlangıç","GÖK","30/1","100%","188.1","160","","50.3","49.7","50","50","18.04","40.7","27-02-23/09:00:08 "
"2 saat sonra ","GÖK","30/1","100%","188.3","162","","50.2","49.9","49.9","49.8","19.04","40.6","27-02-23/11:00:08 "
"4 saat sonra ","GÖK","30/1","100%","188.4","163","","50.1","49.8","49.9","49.8","19.06","36.2","27-02-23/13:00:08 "
"6 saat sonra ","GÖK","30/1","100%","188.4","163","","49.6","50.2","49.9","49.8","19.05","37.6","27-02-23/15:00:08 "
"8 saat sonra ","GÖK","30/1","100%","188.4","164","","49.9","50.2","49.9","49.8","19.7","42.7","27-02-23/17:00:03 "
"24 saat sonra ","GÖK","30/1","100%","188.7","164","","50.2","49.6","49.7","49.7","19.2","38.7","28-02-23/09:00:03 "
"26 saat sonra ","GÖK","30/1","100%","188.7","165","","49.7","50.1","49.7","49.7","19.2","39.7","28-02-23/11:00:03 "
"28 saat sonra ","GÖK","30/1","100%","188.7","166","","49.6","50.2","49.7","49.6","19.0","41.8","28-02-23/13:00:03 "
"30 saat sonra ","GÖK","30/1","100%","188.8","167","","50.1","49.7","49.6","49.6","19.2","45.2","28-02-23/15:00:03 "
"32 saat sonra ","GÖK","30/1","100%","188.8","167","","50.5","49.5","49.6","49.6","19.2","46.0","28-02-23/17:00:03 "
"48 saat sonra ","GÖK","30/1","100%","189","167","","50.3","49.6","49.4","49.6","19.4","47.6","01-03-23/09:00:03 "
"50 saat sonra ","GÖK","30/1","100%","189","168","","49.8","50.2","49.4","49.6","19.2","49.9","01-03-23/11:00:03 "
"52 saat sonra ","GÖK","30/1","100%","189","169","","50.1","49.9","49.4","49.6","19.2","52.0","01-03-23/13:00:03 "
"54 saat sonra ","GÖK","30/1","100%","189","170","","49.7","50.2","49.4","49.6","19.3","56.5","01-03-23/15:00:03 "
"56 saat sonra ","GÖK","30/1","100%","189","170","","50.2","49.7","49.4","49.6","19.9","51.1","01-03-23/17:00:03 "
"72 saat sonra ","GÖK","30/1","100%","189","172","","49.5","50.1","49.4","49.6","20.0","52.0","02-03-23/09:00:03 "
"Başlangıç","GÖK","30/1","100%","194.6","144","","50.1","49.5","50","50","18.2","46.7","07-03-23/09:00:03 "
"2 saat sonra ","GÖK","30/1","100%","194.6","152","","50.3","50","50.2","50","18.2","51.6","07-03-23/11:00:03 "
"4 saat sonra ","GÖK","30/1","100%","194.8","150","","50.5","49.9","50.2","50","19.7","49.6","07-03-23/13:00:03 "
"6 saat sonra ","GÖK","30/1","100%","194.8","147","","50.5","49.5","50.3","50","20.0","51.1","07-03-23/15:00:03 "
"8 saat sonra ","GÖK","30/1","100%","194.8","154","","50.5","49.7","50.3","49.9","20.0","50.2","07-03-23/17:00:03 "
"24 saat sonra ","GÖK","30/1","100%","195","153","","50.5","49.8","50.4","49.9","19.0","48.8","08-03-23/09:00:03 "
"26 saat sonra ","GÖK","30/1","100%","195","148","","50.2","49.5","50.4","49.9","19.3","50.6","08-03-23/11:00:03 "
"28 saat sonra ","GÖK","30/1","100%","194.9","155","","50.1","50","50.5","49.9","19.9","49.6","08-03-23/13:00:03 "
"30 saat sonra ","GÖK","30/1","100%","195","154","","50.2","50","50.5","49.9","19.9","45.2","08-03-23/15:00:03 "
"32 saat sonra ","GÖK","30/1","100%","195","151","","50.2","50","50.5","49.9","20.2","49.5","08-03-23/17:00:03 "
"48 saat sonra ","GÖK","30/1","100%","195","149","","50.4","49.5","50.7","49.9","19.3","52.1","09-03-23/09:00:03 "
"50 saat sonra ","GÖK","30/1","100%","195.1","154","","50.3","49.6","50.7","49.9","19.3","53.6","09-03-23/11:00:03 "
"52 saat sonra ","GÖK","30/1","100%","195.1","155","","50.1","49.6","50.7","49.9","19.8","56.8","09-03-23/13:00:03 "
"54 saat sonra ","GÖK","30/1","100%","195.1","153","","50.2","50","50.8","49.9","20.3","51.3","09-03-23/15:00:03 "
"56 saat sonra ","GÖK","30/1","100%","195.1","156","","50.3","49.7","50.8","49.9","20.4","49.5","09-03-23/17:00:03 "
"72 saat sonra ","GÖK","30/1","100%","195.1","154","","50.4","49.7","50.8","49.9","19.7","48.6","10-03-23/09:00:03 "
"Başlangıç","GÖK","30/1","100%","183","156","0","50.4","49.5","50","50","18.8","32.1","29-03-23/09:00:03 "
"2 saat sonra ","GÖK","30/1","100%","184.5","159","0","51","48.5","51","49.5","18.3","28.4","29-03-23/11:00:03 "
"4 saat sonra ","GÖK","30/1","100%","184.5","159","0","50.5","49.8","51","49.5","18.1","23.7","29-03-23/13:00:03 "
"6 saat sonra ","GÖK","30/1","100%","185.5","152","0","50.5","49.5","50.7","48.5","19.7","22.2","29-03-23/15:00:03 "
"8 saat sonra ","GÖK","30/1","100%","187","153","3","50","49","51.5","48.5","20.5","23.2","29-03-23/17:00:03 "
"24 saat sonra ","GÖK","30/1","100%","189.5","155","5","48.5","50.5","52.5","47.5","18.9","26.4","30-03-23/09:00:03 "
"26 saat sonra ","GÖK","30/1","100%","187.5","158","5","48.5","50.5","52","48","20.2","25.9","30-03-23/11:00:03 "
"28 saat sonra ","GÖK","30/1","100%","188.5","156","5","49.5","49.5","52","48","19.8","21.9","30-03-23/13:00:03 "
"30 saat sonra ","GÖK","30/1","100%","188.5","154","5","49.5","49.5","52","47.5","19.9","21.8","30-03-23/15:00:03 "
"32 saat sonra ","GÖK","30/1","100%","188.5","155","5","49","50.5","52","47.5","19.2","22.3","30-03-23/17:00:03 "
"48 saat sonra ","GÖK","30/1","100%","190","156","5","48","51","52","48","19.2","26.4","31-03-23/09:00:03 "
"50 saat sonra ","GÖK","30/1","100%","190.5","153","5","48","50.5","52.5","47.5","19.7","25.3","31-03-23/11:00:03 "
"52 saat sonra ","GÖK","30/1","100%","189.5","158","10","48","50.5","52.5","47.5","20.2","27.1","31-03-23/13:00:03 "
"54 saat sonra ","GÖK","30/1","100%","189.5","160","9","49.5","50","52.5","47.5","20.8","29.0","31-03-23/15:00:03 "
"56 saat sonra ","GÖK","30/1","100%","189.5","158","9","48","51.5","52.5","47.5","20.9","31.2","31-03-23/17:00:03 "
"72 saat sonra ","GÖK","30/1","100%","","","","","","","","","",""
"Başlangıç","GÖK","30/1","100%","203","170","8","48","51.5","50","50","20.4","49.2","05-04-23/09:00:03 "
"2 saat sonra ","GÖK","30/1","100%","203","171","8","47.2","51.5","50","50","21.1","51.7","05-04-23/11:00:03 "
"4 saat sonra ","GÖK","30/1","100%","207.5","168","14","47","51","50.5","50","20.9","52.1","05-04-23/13:00:03 "
"6 saat sonra ","GÖK","30/1","100%","203.5","170","13","49","50","50","50","20.9","51.4","05-04-23/15:00:03 "
"8 saat sonra ","GÖK","30/1","100%","208","167","12","48.2","51.3","51","50","20.7","46.1","05-04-23/17:00:03 "
"24 saat sonra ","GÖK","30/1","100%","206.8","172","8","48","50.5","51.3","49.2","20.2","42.6","06-04-23/09:00:03 "
"26 saat sonra ","GÖK","30/1","100%","207.5","167","10","48.3","50.5","51","49.3","19.8","46.0","06-04-23/11:00:03 "
"28 saat sonra ","GÖK","30/1","100%","207","169","12","48","50.5","51","49.5","20.9","47.2","06-04-23/13:00:03 "
"30 saat sonra ","GÖK","30/1","100%","208","172","12","47.6","51.6","51.4","49.2","21.2","46.9","06-04-23/15:00:03 "
"32 saat sonra ","GÖK","30/1","100%","28.5","171","12","48.6","50.1","51.5","48.8","21.2","42.3","06-04-23/17:00:03 "
"48 saat sonra ","GÖK","30/1","100%","210","171","11","48.2","50.3","52","48.6","20.6","42.3","07-04-23/09:00:03 "
"50 saat sonra ","GÖK","30/1","100%","210.4","172","12","46.8","51.5","52.5","48.3","20.2","40.8","07-04-23/11:00:03 "
"52 saat sonra ","GÖK","30/1","100%","210.5","172","12","48.2","50","52.5","48.5","20.3","38.4","07-04-23/13:00:03 "
"54 saat sonra ","GÖK","30/1","100%","210.5","166","12","48.6","51","52.3","48.6","19.6","39.5","07-04-23/15:00:03 "
"56 saat sonra ","GÖK","30/1","100%","209","171","11","48.7","50.2","51.5","49","18.9","37.7","07-04-23/17:00:03 "
"72 saat sonra ","GÖK","30/1","100%","","","","","","","","","",""
"Başlangıç","GÖK","30/1","100%","194","153","","49.5","49.7","50","50","19.1","40.4","12-04-23/09:00:03 "
"2 saat sonra ","GÖK","30/1","100%","194","154","","48","49.7","50","50","19.6","41.1","12-04-23/11:00:03 "
"4 saat sonra ","GÖK","30/1","100%","194","153","","49.3","49","50","50","18.6","47.1","12-04-23/13:00:03 "
"6 saat sonra ","GÖK","30/1","100%","195","152","","49.5","49.5","50.5","49.5","20.5","42.8","12-04-23/15:00:03 "
"8 saat sonra ","GÖK","30/1","100%","194.5","152","","49.6","49.6","50.3","49.5","20.6","39.3","12-04-23/17:00:03 "
"24 saat sonra ","GÖK","30/1","100%","195.5","155","","49","49.5","50.3","49.6","20.1","38.5","13-04-23/09:00:03 "
"26 saat sonra ","GÖK","30/1","100%","195","152","","48","50","50.4","49.5","20.4","42.0","13-04-23/11:00:03 "
"28 saat sonra ","GÖK","30/1","100%","196","155","","49","50","50.2","49.6","20.6","39.3","13-04-23/13:00:03 "
"30 saat sonra ","GÖK","30/1","100%","196","153","","48.5","49.5","50.4","49.6","21.0","37.8","13-04-23/15:00:03 "
"32 saat sonra ","GÖK","30/1","100%","196","149","","48.8","50","50.4","49.6","21.0","31.8","13-04-23/17:00:03 "
"48 saat sonra ","GÖK","30/1","100%","196","152","","48.5","50.3","50.5","49","20.4","37.3","14-04-23/09:00:03 "
"50 saat sonra ","GÖK","30/1","100%","196","153","","48","50.3","50.5","49","21.2","37.5","14-04-23/11:00:03 "
"52 saat sonra ","GÖK","30/1","100%","195","153","","49.5","48.8","50.2","49.2","21.5","37.6","14-04-23/13:00:03 "
"54 saat sonra ","GÖK","30/1","100%","195","152","","48.5","49.5","50.3","49.1","22.1","38.6","14-04-23/15:00:03 "
"56 saat sonra ","GÖK","30/1","100%","195.5","151","","49.5","49.3","50.2","49.2","22.4","42.1","14-04-23/17:00:03 "
"72 saat sonra ","GÖK","30/1","100%","","","","","","","","","",""
"Başlangıç","GÖK","30/1","100%","190","165","","48.1","50.7","50","50","20.6","50.9","17-04-23/09:00:03 "
"2 saat sonra ","GÖK","30/1","100%","190","166","","48.7","50.6","50","50","21.2","50.5","17-04-23/11:00:03 "
"4 saat sonra ","GÖK","30/1","100%","190","165","","48.7","50.3","50","50","21.4","46.5","17-04-23/13:00:03 "
"6 saat sonra ","GÖK","30/1","100%","190","171","","48.1","50.3","50","50","21.8","41.3","17-04-23/15:00:03 "
"8 saat sonra ","GÖK","30/1","100%","190","165","","47.5","50.7","50","50","22.2","41.6","17-04-23/17:00:03 "
"24 saat sonra ","GÖK","30/1","100%","194","167","","48.5","51","51","49.1","21.4","40.9","18-04-23/09:00:03 "
"26 saat sonra ","GÖK","30/1","100%","195.3","169","","47.6","51","51.5","49.1","21.9","42.3","18-04-23/11:00:03 "
"28 saat sonra ","GÖK","30/1","100%","195.8","169","11","47.2","50.7","51.7","49.1","22.3","45.4","18-04-23/13:00:03 "
"30 saat sonra ","GÖK","30/1","100%","195.5","173","24","48.6","50.7","51.6","49","22.5","48.1","18-04-23/15:00:03 "
"32 saat sonra ","GÖK","30/1","100%","195.5","166","24","48","50.7","51.6","49","22.6","42.6","18-04-23/17:00:03 "
"48 saat sonra ","GÖK","30/1","100%","193","171","23","48.3","50.5","51.3","48.7","21.4","41.8","19-04-23/09:00:03 "
"50 saat sonra ","GÖK","30/1","100%","193","168","23","48.7","50.2","51.4","48.6","21.7","44.9","19-04-23/11:00:03 "
"52 saat sonra ","GÖK","30/1","100%","197.5","172","25","49","50.4","52","49","21.6","45.9","19-04-23/13:00:03 "
"54 saat sonra ","GÖK","30/1","100%","197","171","25","48.5","50.5","51.5","49.2","21.9","45.0","19-04-23/15:00:03 "
"56 saat sonra ","GÖK","30/1","100%","197","157","25","51","51.5","51.8","48.8","23.1","44.0","19-04-23/17:00:07 "
"72 saat sonra ","GÖK","30/1","100%","","","","","","","","","",""
"Başlangıç","GÖK","30/1","100%","187.5","152","11","49.5","49.5","50","50","22.0","44.2","10-05-23/09:00:07 "
"2 saat sonra ","GÖK","30/1","100%","187.5","153","11","48.6","50","50","50","22.4","46.3","10-05-23/11:00:07 "
"4 saat sonra ","GÖK","30/1","100%","187.5","157","11","48.8","50.3","50","50","22.6","46.1","10-05-23/13:00:07 "
"6 saat sonra ","GÖK","30/1","100%","187.5","152","11","48","50.4","50","50","22.8","47.3","10-05-23/15:00:07 "
"8 saat sonra ","GÖK","30/1","100%","187.5","152","11","49.4","49.6","50","50","22.9","47.2","10-05-23/17:00:07 "
"24 saat sonra ","GÖK","30/1","100%","192","155","11","48.9","50.5","52.8","48.3","20.8","47.1","11-05-23/09:00:07 "
"26 saat sonra ","GÖK","30/1","100%","192","157","11","49.2","50.1","52.6","48","21.3","49.2","11-05-23/11:00:07 "
"28 saat sonra ","GÖK","30/1","100%","191.5","157","12","48.8","49.6","52","48.6","21.9","48.8","11-05-23/13:00:07 "
"30 saat sonra ","GÖK","30/1","100%","192","158","12","49.7","50","52","48.2","21.9","51.6","11-05-23/15:00:07 "
"32 saat sonra ","GÖK","30/1","100%","192","156","12","49.2","50","58","48","22.2","49.1","11-05-23/17:00:07 "
"48 saat sonra ","GÖK","30/1","100%","192","155","11","48.8","50.2","52","48","21.4","48.2","12-05-23/09:00:07 "
"50 saat sonra ","GÖK","30/1","100%","192","152","12","48.3","50.5","52","48","21.0","49.4","12-05-23/11:00:07 "
"52 saat sonra ","GÖK","30/1","100%","192","159","12","48.8","50.2","52","48","21.8","48.6","12-05-23/13:00:07 "
"54 saat sonra ","GÖK","30/1","100%","192","156","12","48.7","49.6","52","48","21.3","49.8","12-05-23/15:00:07 "
"56 saat sonra ","GÖK","30/1","100%","192","153","12","49","50.3","52","48","21.1","51.0","12-05-23/17:00:07 "
"72 saat sonra ","GÖK","30/1","100%","","","","","","","","","",""
"Başlangıç","EFE","20/1","100%","","","","","","","","25.00","33.60","03-10-22/09:00:18 "
"2 saat sonra ","EFE","20/1","100%","188.4","182","6","50.2","49.5","50","50","25.00","30.40","03-10-22/11:00:18 "
"4 saat sonra ","EFE","20/1","100%","189","177","4","50.7","49","50","50","25.10","25.10","03-10-22/13:00:18 "
"6 saat sonra ","EFE","20/1","100%","189.7","177","3","50","49.2","50.1","49.9","25.90","26.40","03-10-22/15:00:18 "
"8 saat sonra ","EFE","20/1","100%","190","183","3","49.5","49.5","50.2","49.8","26.10","32.40","03-10-22/17:00:18 "
"24 saat sonra ","EFE","20/1","100%","190.3","182","3","49.5","50","50.2","50.5","25.90","38.30","04-10-22/09:00:00 "
"26 saat sonra ","EFE","20/1","100%","190.2","178","3","51","49.5","50","49.9","24.00","36.20","04-10-22/11:00:00 "
"28 saat sonra ","EFE","20/1","100%","190.2","181","3","51","49.5","50.3","49.6","24.30","33.90","04-10-22/13:00:00 "
"30 saat sonra ","EFE","20/1","100%","190.2","180","3","51","49","50","49.5","25.10","31.00","04-10-22/15:00:00 "
"32 saat sonra ","EFE","20/1","100%","190.1","183","3","50.3","49.5","50","49.6","24.60","27.00","04-10-22/17:00:00 "
"48 saat sonra ","EFE","20/1","100%","190.1","182","3","50.6","50","50","49.7","22.80","33.80","05-10-22/09:00:00 "
"50 saat sonra ","EFE","20/1","100%","190","185","3","50.5","49.6","50","49.7","23.30","32.20","05-10-22/11:00:00 "
"52 saat sonra ","EFE","20/1","100%","190","181","3","50.5","49.8","50","49.7","23.60","29.30","05-10-22/13:00:00 "
"54 saat sonra ","EFE","20/1","100%","190","182","3","51","48.9","50","49.5","24.10","28.40","05-10-22/15:00:00 "
"56 saat sonra ","EFE","20/1","100%","190","185","3","50.7","49.9","50","49.5","24.60","27.90","05-10-22/17:00:00 "
"72 saat sonra ","EFE","20/1","100%","190","183","3","51","49.2","50","49.4","23.80","33.80","06-10-22/09:00:00 "
"Başlangıç","EFE","20/1","100%","192","175","3","50.2","49.6","50","50","22.9","41.2","10-10-22/09:00:53 "
"2 saat sonra ","EFE","20/1","100%","191.6","172","3","50.4","49.8","49.8","50.1","23.3","41.1","10-10-22/11:00:53 "
"4 saat sonra ","EFE","20/1","100%","191.2","179","4","50.2","48.4","49.6","50.2","23.6","41.2","10-10-22/13:00:53 "
